HIP,Plx,e_Plx,pmRA,pmDE,e_pmRA,e_pmDE,pmDE:pmRA
7048,4.01,2.09,0.38,-0.71,2.37,2.03,0.33
7067,9.99,1.27,33.87,-11.19,1.08,1.22,0.23
7072,3.53,2.57,-2.25,-10.01,1.94,2.42,-0.21
7075,8.68,1.28,-1.19,-15.13,1.15,1.14,0.63
7097,11.09,0.82,25.73,-3.29,0.77,0.5,0.55
7111,9.33,1.68,81.48,26.86,1.89,1.96,-0.07
7120,0.13,1.83,-4.05,-3.59,2.0,1.16,0.55
7137,6.6,3.01,-3.12,9.85,3.12,2.3,0.0
7176,0.95,2.02,9.26,3.25,1.45,1.55,0.0
7178,7.68,1.8,-26.87,-19.86,1.75,1.15,0.16
7182,4.15,0.62,5.14,-12.25,0.52,0.59,-0.22
7205,1.88,1.29,-3.39,-7.37,1.07,0.94,0.02
7214,2.26,1.53,-8.05,-3.65,1.57,1.03,-0.1
7249,0.97,0.87,-4.2,2.22,0.7,0.78,-0.19
7260,2.69,2.32,-4.59,-0.66,1.89,1.98,0.07
7264,8.64,1.41,253.0,35.93,1.51,1.52,-0.12
7269,4.04,0.98,-9.72,-19.19,1.06,0.63,0.06
7274,14.57,5.84,-8.91,-6.25,6.46,3.8,0.61
7286,2.97,1.63,23.04,5.07,1.27,1.24,-0.04
7290,22.36,2.04,-41.5,-197.5,1.92,1.89,-0.05
7327,7.82,1.07,96.97,85.49,0.8,0.76,0.05
7329,10.37,2.67,185.62,2.4,1.4,2.14,-0.18
7337,4.33,2.5,-5.73,-42.29,2.32,1.76,0.1
7397,10.33,4.37,119.64,-37.87,5.11,3.46,0.59
7406,6.68,1.27,23.01,-58.02,1.65,1.01,0.11
7407,4.42,1.64,-9.86,-3.19,1.51,1.06,0.48
7413,4.46,1.53,-17.05,2.4,1.41,1.43,-0.3
7425,20.47,4.74,231.39,52.33,4.86,4.23,-0.12
7456,13.33,1.61,-20.61,19.38,1.99,1.02,0.43
7463,16.13,0.97,119.68,47.98,1.0,0.62,0.21
7510,6.09,1.45,-22.74,-23.35,0.88,1.03,-0.06
7540,4.87,2.62,6.87,-9.51,2.43,2.93,0.21
7558,6.28,3.07,47.6,4.4,4.51,2.22,-0.25
7589,15.53,0.97,149.01,5.9,0.77,0.94,0.09
7619,1.95,3.5,10.22,-3.95,3.2,2.97,0.12
7627,8.18,2.35,24.11,25.05,1.77,1.81,-0.04
7662,2.7,1.84,20.1,25.66,1.44,1.57,-0.06
7665,1.7,2.01,-2.63,0.88,1.89,1.8,0.12
7667,7.78,2.03,25.64,52.58,1.83,1.8,0.03
7671,3.08,1.29,-0.46,16.45,1.31,0.87,-0.2
7682,3.88,2.01,17.67,23.37,2.08,2.28,-0.17
7684,4.27,1.86,34.64,-14.02,2.1,2.23,-0.48
7709,3.7,1.35,1.54,-21.53,1.65,0.9,0.31
7713,4.56,0.85,-15.0,-0.4,0.64,0.58,-0.24
7717,4.76,1.51,45.68,1.73,1.44,1.63,0.48
7720,0.49,1.92,-1.37,2.09,1.82,1.77,-0.39
7725,3.45,2.46,0.41,25.53,1.97,1.83,0.13
7730,9.29,3.16,18.84,-31.73,3.1,2.51,0.41
7773,8.76,1.89,-24.97,-20.98,1.93,1.14,0.02
7801,2.98,1.25,23.08,-11.32,1.03,0.95,0.02
7820,2.37,1.08,2.1,-2.12,0.84,0.73,-0.36
7838,0.04,1.77,-1.98,11.48,1.87,1.12,0.19
7845,-0.19,1.51,-1.7,1.1,1.17,1.23,-0.4
7853,6.35,0.98,-10.31,4.73,0.87,1.11,0.29
7868,-1.22,1.91,1.5,-5.18,1.97,1.42,-0.47
7879,8.26,0.63,59.76,22.13,0.57,0.75,0.07
7895,4.32,1.96,20.54,-18.32,1.43,1.49,-0.7
7900,0.32,1.63,1.49,-2.19,1.8,1.49,-0.12
7916,26.83,0.96,60.1,-411.71,0.94,0.66,0.15
7952,5.94,1.73,59.75,8.34,1.7,1.53,0.62
7968,7.74,3.57,-27.1,-39.24,3.12,2.76,0.58
7979,0.48,1.48,-0.2,-8.75,1.2,1.1,0.18
7980,0.8,1.84,-7.79,-1.92,1.75,1.52,0.4
7984,2.64,1.2,-2.5,-6.41,0.94,0.99,-0.58
8008,29.15,9.05,-118.33,-96.12,7.88,6.67,0.42
8012,5.6,2.93,-1.72,7.06,3.19,2.57,-0.09
8018,14.95,0.68,-8.05,-33.06,0.64,0.78,0.24
8019,8.97,1.6,10.5,-26.34,1.38,1.44,-0.14
8024,5.78,1.93,-12.18,-18.88,1.66,2.38,0.09
8048,3.05,3.42,15.45,-10.37,3.38,2.14,0.16
8065,9.57,1.08,21.13,51.26,1.02,0.97,-0.49
8072,5.59,5.75,32.31,-1.47,7.2,8.33,0.25
8078,21.2,3.47,-46.85,-46.21,3.93,2.36,0.51
8115,12.63,0.77,46.7,-18.39,0.57,0.56,-0.29
8129,1.73,5.45,-3.79,6.6,5.38,2.51,0.58
8131,7.75,1.58,48.06,-10.65,1.13,1.02,0.1
8143,6.09,0.94,11.07,4.71,0.87,0.76,0.56
8166,12.63,3.55,3.48,-8.3,4.11,2.18,-0.46
8175,3.85,1.14,36.04,-52.98,1.01,0.87,0.42
8199,7.19,0.78,17.07,3.24,0.71,0.9,-0.02
8200,3.53,1.3,-0.39,-2.91,1.25,1.0,0.54
8203,5.69,1.71,-7.86,-28.52,1.77,1.04,0.06
8224,29.96,1.44,178.66,212.39,1.49,1.84,0.12
8252,7.6,1.5,-30.08,-5.95,1.4,1.27,0.39
8258,13.46,1.04,88.04,-33.17,0.94,0.61,-0.12
8274,6.47,2.89,46.63,-37.34,3.13,2.11,0.58
8283,7.61,2.32,-21.46,-26.16,2.49,1.8,0.39
8295,6.7,5.12,-13.11,6.04,3.44,4.33,0.23
8312,-0.85,3.25,1.24,1.93,2.24,2.36,-0.52
8333,1.87,1.35,7.83,-6.66,1.29,1.03,-0.12
8337,2.45,1.0,26.19,-21.72,0.88,0.78,0.48
8353,5.81,1.33,52.18,-7.01,1.2,1.51,-0.26
8377,2.46,2.09,28.03,-14.57,2.21,1.6,0.47
8414,10.09,1.49,-26.69,-10.88,1.9,1.36,-0.11
8422,11.0,2.16,152.12,-69.08,1.97,1.43,0.17
8442,6.17,1.48,51.45,54.24,1.55,1.11,0.62
8475,9.84,1.05,-20.22,-11.46,0.76,0.63,0.02
8504,10.79,1.5,72.23,-60.18,1.55,1.27,0.36
8509,7.44,1.24,-31.31,-36.32,1.2,1.15,0.64
8511,5.56,3.66,5.25,-34.41,2.67,2.93,0.05
8513,2.57,1.71,-0.21,-5.83,1.45,1.56,-0.33
8519,5.11,1.12,-17.55,-0.58,1.04,0.99,-0.11
8529,4.95,1.26,-6.22,0.38,0.84,1.13,-0.75
8533,10.77,1.25,193.51,-37.21,1.12,1.15,-0.36
8544,5.68,1.09,-14.32,-7.55,1.33,0.89,0.26
8545,5.8,1.47,56.47,-38.12,1.34,1.04,0.39
8550,6.94,0.89,-26.9,-23.58,0.85,1.01,0.2
8584,4.0,1.85,2.78,-10.2,1.84,1.36,-0.12
8600,4.76,1.34,5.21,-10.68,1.73,1.2,0.32
8617,5.31,2.04,-12.27,-16.33,2.16,2.18,0.58
8622,8.04,0.94,-3.32,-22.14,1.43,0.87,0.15
8629,3.09,2.04,7.14,-4.7,1.8,1.89,-0.39
8663,7.94,1.35,-65.47,0.22,1.37,0.81,-0.22
8687,20.13,5.96,279.27,-13.32,5.5,5.78,-0.24
8703,3.94,1.08,13.66,8.41,1.07,0.89,0.1
8705,2.95,1.26,5.91,-6.21,1.08,0.95,0.04
8723,9.63,1.52,47.96,10.65,1.43,1.08,0.09
8772,-1.16,2.37,0.15,-2.18,2.1,1.83,-0.51
8801,4.84,2.03,-7.07,-48.54,1.94,1.77,0.42
8803,6.92,2.51,-31.97,-146.38,2.69,2.37,0.45
8810,10.76,2.31,-13.47,14.32,3.02,3.25,0.03
8822,0.87,2.47,-2.33,0.86,1.85,2.03,-0.66
8866,6.62,0.55,10.97,34.93,0.48,0.58,0.03
8901,0.18,1.08,-17.29,1.32,0.89,0.64,-0.21
8955,2.64,1.68,0.52,4.63,1.53,1.15,0.53
8957,18.23,0.93,-45.78,-40.39,0.8,0.96,0.11
8958,23.17,3.02,-7.77,-55.38,3.5,2.25,0.18
8965,3.85,1.49,2.64,12.56,1.67,1.5,-0.05
8975,6.82,2.96,31.05,-21.35,2.34,2.09,-0.02
8998,25.71,1.73,158.44,190.44,1.82,1.4,0.63
9005,2.98,2.11,-5.67,-10.44,1.97,1.36,0.41
9006,6.98,3.27,9.95,-21.6,3.21,2.2,0.26
9066,5.16,2.14,-42.45,-13.84,2.15,2.57,-0.14
9071,5.2,4.03,20.22,0.22,3.79,3.6,0.4
9087,11.47,1.78,31.41,-81.24,1.52,1.38,0.32
9097,4.91,0.78,3.91,-12.26,0.73,0.71,-0.41
9102,5.76,6.87,11.44,-38.73,5.01,5.03,0.02
9177,5.04,2.0,5.79,6.47,1.89,1.38,0.64
9191,16.89,1.41,-66.37,14.63,1.38,1.8,0.08
9203,3.76,1.92,-8.25,-10.42,1.55,1.27,-0.08
9223,2.64,1.39,18.07,-9.94,1.6,1.2,0.17
9230,9.49,1.99,-24.2,-34.32,1.92,2.22,-0.13
9251,7.24,1.88,-8.0,-45.83,1.19,1.22,0.28
9276,11.64,1.36,-11.97,-208.28,1.3,1.24,-0.1
9283,3.52,1.77,12.07,-10.19,2.28,1.49,0.32
9304,6.56,1.38,36.14,-26.84,1.57,0.93,0.41
9332,3.23,1.58,8.47,-0.8,1.65,1.3,0.05
9403,10.94,1.07,40.18,-24.92,1.06,0.83,-0.62
9408,11.86,1.23,-12.12,-48.5,1.3,1.09,0.16
9411,1.78,2.76,-7.73,-0.87,2.77,2.15,-0.72
9416,4.77,2.37,37.44,8.37,2.01,2.1,0.06
9419,6.99,1.21,47.5,-38.48,1.04,1.04,-0.23
9434,13.3,1.5,-42.99,-25.65,1.66,1.26,0.33
9462,-0.69,1.79,-2.03,-4.11,1.38,1.18,-0.17
9480,27.91,0.56,-54.46,-10.69,0.49,0.52,-0.45
9487,23.45,1.06,33.29,-0.42,1.34,0.99,0.53
9490,2.58,2.22,-1.0,-12.98,2.63,1.99,0.31
9494,5.18,0.82,17.38,-9.78,0.74,0.77,-0.43
9498,1.7,2.25,-0.68,0.63,1.39,1.57,-0.48
9503,5.79,1.05,65.55,22.8,0.96,0.93,-0.17
9512,7.85,3.33,35.23,38.11,3.56,3.16,-0.38
9537,2.68,1.03,-0.48,-8.07,1.08,0.65,0.13
9583,21.24,1.9,195.2,-45.98,1.67,1.21,-0.3
9621,18.9,0.71,125.66,9.27,0.71,0.57,0.33
9641,3.3,1.0,21.25,-14.79,0.94,0.67,0.03
9653,6.98,1.67,10.15,-13.58,1.46,1.0,0.27
9661,3.64,1.77,4.74,-68.64,1.65,1.77,-0.19
9662,3.88,4.35,31.93,2.48,3.59,2.76,0.23
9667,-0.39,1.5,-9.47,-4.4,1.8,1.23,-0.11
9704,11.98,1.7,9.62,-22.73,1.41,1.27,-0.36
9719,3.47,1.73,20.2,-5.72,1.45,1.03,0.34
9720,-0.18,0.95,-0.72,-1.92,0.7,0.83,-0.56
9733,3.07,2.7,31.95,-3.63,4.57,2.35,-0.13
9736,1.49,1.67,-4.54,-0.03,1.95,1.27,-0.14
9741,14.83,2.44,-26.72,-23.06,2.22,2.74,0.01
9774,22.31,1.89,420.17,-56.69,1.55,1.35,0.28
9798,7.55,1.06,3.17,54.21,0.73,0.75,0.3
9814,2.15,1.66,-10.93,-7.62,1.63,1.43,0.19
9822,1.84,1.23,-3.84,-0.03,1.15,0.98,0.03
9833,3.22,1.28,10.6,-5.68,1.34,1.01,0.23
9845,5.02,2.08,30.63,0.93,1.94,1.82,-0.03
9853,4.11,1.85,19.87,16.12,2.26,2.12,0.1
9874,5.19,1.22,-38.87,-14.5,1.07,0.88,0.19
9877,8.86,2.6,78.93,-46.64,2.59,2.41,-0.23
9888,11.34,1.97,112.64,-57.67,1.63,1.55,0.27
9916,5.81,1.9,-14.04,-25.25,2.11,2.64,0.12
9941,3.36,1.28,11.76,-45.65,1.08,1.29,-0.11
9980,4.42,1.13,1.84,-2.63,1.1,0.89,-0.12
9981,5.44,1.03,8.02,9.57,0.97,0.62,0.5
10009,1.06,1.51,22.25,-11.68,1.42,1.16,0.27
10011,2.19,1.62,-1.32,-3.0,1.17,1.43,-0.17
10022,6.83,1.33,72.53,-54.05,1.21,1.28,0.33
10057,16.85,3.5,214.11,18.86,3.33,2.46,0.35
10144,5.22,0.73,32.51,-11.55,0.73,0.64,-0.37
10169,5.49,1.79,-19.27,-13.73,1.94,1.5,0.34
10181,9.95,2.01,39.41,5.22,2.24,1.81,0.2
10272,30.99,1.51,127.12,-160.41,1.71,1.26,-0.01
10362,5.31,0.73,-24.9,-11.78,0.63,0.72,0.05
10400,3.54,2.0,47.53,-41.77,2.08,1.68,0.07
10403,24.07,0.96,-82.13,-60.1,1.02,0.8,-0.35
10414,16.77,4.69,32.14,-111.11,4.67,3.95,0.27
10467,3.69,1.37,27.9,12.61,1.19,1.04,0.35
10477,3.67,1.63,49.94,53.46,1.38,1.32,0.05
10498,2.32,2.45,10.46,-7.86,2.07,2.13,-0.14
10504,3.78,0.88,19.72,8.6,0.83,0.97,0.07
10535,20.77,0.89,-88.69,-87.16,0.75,0.74,0.37
10542,44.96,1.69,-42.44,-123.47,1.32,1.15,0.37
10552,26.37,3.69,-114.08,-54.72,4.14,3.13,0.31
10573,3.6,2.85,11.26,10.2,3.02,2.31,0.22
10586,3.85,1.71,-4.69,2.01,1.07,1.42,-0.54
10638,7.53,2.87,17.86,-33.44,2.32,2.36,0.13
10645,3.21,2.23,8.63,-8.3,2.27,1.65,0.62
10660,11.17,1.78,73.44,-20.42,1.73,1.47,-0.28
10674,4.6,1.73,8.59,-4.68,1.44,1.62,-0.12
10677,19.09,2.07,44.6,-85.24,1.58,1.61,-0.4
10683,10.02,1.38,-67.4,-44.67,1.59,1.1,0.1
10704,-0.58,1.99,-0.33,-2.13,1.85,1.56,-0.48
10722,4.67,1.11,18.64,16.67,1.17,1.11,-0.12
10735,12.0,3.11,-27.1,-42.12,2.26,2.34,0.25
10749,3.68,1.02,-7.36,-3.56,0.77,0.7,0.13
10765,4.3,1.65,-31.74,-22.95,1.34,1.08,0.21
10824,-2.24,2.05,-4.46,-1.37,2.02,1.73,-0.15
10828,7.53,1.28,24.32,-8.57,1.17,1.31,-0.16
10864,27.96,2.5,-85.28,35.49,1.78,1.6,0.04
10885,9.15,1.3,-87.45,-46.15,1.3,1.03,0.42
10892,7.48,2.59,-9.25,-13.1,3.0,2.3,0.0
10952,16.36,1.49,23.93,-207.35,2.03,1.09,-0.27
10956,1.61,0.85,16.2,-7.04,0.75,0.81,-0.08
10959,9.92,8.77,41.32,4.87,23.26,11.3,0.23
10975,6.3,1.59,-3.17,18.83,2.17,1.33,-0.19
10983,3.6,0.98,17.4,-11.65,0.97,0.82,0.16
10985,7.2,2.03,-16.95,-8.5,1.71,1.88,-0.12
10990,9.83,1.25,33.48,-44.65,0.98,0.94,0.55
10992,5.28,2.02,-12.26,41.43,1.71,1.61,-0.25
10999,1.25,2.08,28.73,-22.24,1.79,1.77,0.26
11004,4.05,2.48,21.49,-2.11,2.63,2.56,0.33
11034,2.05,2.53,16.86,0.09,2.37,2.02,0.01
11036,3.72,1.08,-64.88,-3.11,0.83,0.81,0.12
11045,12.73,3.65,264.45,-197.65,3.64,2.95,0.21
11092,5.34,1.13,-11.22,-6.85,0.96,0.98,0.08
11120,3.39,2.24,23.29,-6.21,1.86,2.04,-0.36
11131,24.51,1.47,-77.38,-97.45,1.67,1.1,0.25
11136,6.78,2.34,19.8,-20.63,2.29,2.06,0.29
11163,2.63,1.09,22.87,10.4,1.04,1.24,-0.11
11166,2.3,2.09,-0.07,-0.8,1.5,1.83,-0.28
11175,1.41,1.77,-9.43,-2.91,1.37,1.26,-0.23
11178,2.4,1.31,-1.86,-3.4,1.23,1.01,0.04
11208,7.54,2.19,46.46,3.29,1.97,1.78,0.44
11217,6.69,2.51,-2.89,6.58,2.83,1.91,0.25
11236,6.99,3.3,19.53,-13.51,3.92,5.4,0.6
11248,8.14,2.08,68.24,-3.98,2.09,1.54,-0.01
11253,16.88,1.4,-40.55,-180.81,1.64,1.1,-0.15
11265,2.44,1.2,-14.62,2.83,1.29,0.92,-0.01
11277,5.0,1.72,40.56,16.88,1.86,1.57,0.24
11291,4.22,1.25,37.15,-13.26,1.05,0.95,-0.36
11300,7.25,1.15,15.72,9.06,1.02,0.99,0.1
11318,4.43,1.51,14.74,-7.02,1.55,1.45,-0.31
11327,0.41,1.67,-6.02,-2.19,1.48,1.44,0.2
11352,23.19,1.21,117.1,-50.82,0.97,0.85,0.13
11373,-0.57,1.29,0.65,-5.51,1.03,1.17,-0.01
11383,10.09,2.06,35.57,-103.78,1.9,1.54,0.27
11400,1.93,1.08,-2.98,-3.77,0.99,0.97,-0.02
11408,12.16,1.91,87.72,-29.8,2.69,1.54,-0.27
11452,60.22,1.75,87.29,240.0,5.66,3.69,-0.4
11458,8.96,2.91,47.47,22.76,2.93,2.04,-0.02
11474,3.43,1.49,-0.75,-14.22,1.72,1.59,0.59
11478,4.64,1.99,24.53,-22.83,1.86,1.8,-0.03
11490,5.03,1.46,-4.56,-3.64,1.87,1.27,0.22
11535,3.97,2.3,-11.75,-7.07,2.04,2.12,0.53
11542,38.71,2.17,445.51,96.36,1.9,1.51,-0.16
11569,23.04,0.8,-27.92,37.06,0.59,0.7,-0.41
11579,0.72,1.93,6.0,-10.82,2.12,1.57,0.28
11593,5.03,0.93,33.23,-12.84,1.0,0.94,-0.12
11603,11.4,0.85,-2.17,2.01,1.01,0.73,-0.08
11606,5.91,2.45,25.86,2.05,2.39,2.16,0.55
11620,4.78,1.26,32.2,-2.65,1.26,1.3,0.4
11644,9.39,0.92,80.35,30.95,0.83,0.72,0.11
11715,6.95,1.39,-7.75,19.59,1.54,1.33,0.08
11719,8.72,0.89,-22.13,-16.11,0.89,0.8,0.15
11730,4.68,2.73,20.0,-14.74,2.31,2.49,0.06
11731,5.49,2.21,2.95,-13.59,3.0,1.98,-0.13
11744,8.46,1.3,49.09,17.46,0.98,1.0,0.59
11748,1.99,1.24,7.3,10.1,1.41,1.43,-0.07
11793,12.3,2.62,5.37,-111.1,3.98,2.37,0.21
11806,4.85,1.39,57.89,-21.71,1.44,1.26,0.29
11818,4.76,1.57,16.41,-19.03,1.31,1.25,-0.27
11830,3.13,2.1,3.52,-6.06,2.42,1.87,0.19
11870,6.54,2.23,-15.22,-5.77,2.08,1.88,-0.36
11877,25.12,1.17,-33.77,166.49,0.92,1.12,0.23
11878,3.53,1.16,-0.11,-26.33,0.97,0.89,-0.3
11889,4.57,0.7,-15.04,-9.85,0.54,0.63,0.18
11931,4.36,1.63,19.46,-16.81,1.99,1.72,0.17
11950,8.03,0.99,-21.02,-30.5,0.92,0.77,0.19
11955,3.81,1.66,20.48,-11.37,1.75,1.56,0.1
12077,2.3,2.77,1.79,-6.39,4.56,2.9,-0.16
12095,6.14,1.84,-19.59,-21.48,1.68,1.67,0.54
12115,3.0,1.49,10.49,-6.87,1.73,1.25,0.23
12121,3.61,0.81,25.85,-21.42,0.74,0.82,-0.01
12136,0.43,1.19,2.17,-7.44,1.18,1.05,0.01
12146,8.14,1.23,-35.59,-28.52,1.35,1.07,0.01
12171,3.16,2.14,-0.6,-8.09,2.24,2.16,0.57
12192,4.97,1.76,-7.76,13.65,1.85,1.4,0.47
12195,4.74,2.91,17.35,-91.44,2.55,2.72,0.65
12204,15.61,1.54,43.25,25.96,1.58,1.46,0.55
12207,4.6,1.56,5.19,-9.09,1.95,1.35,0.28
12243,1.76,1.0,12.09,-5.29,0.58,0.86,-0.42
12265,6.29,1.07,-11.83,-19.27,1.11,1.21,0.09
12266,2.76,2.69,14.4,-8.04,3.08,2.26,0.29
12290,5.07,1.27,-29.19,16.27,1.12,1.07,-0.13
12301,4.28,1.94,26.21,-8.19,2.35,1.84,0.25
12328,3.64,1.4,18.36,-11.65,1.49,1.16,0.01
12351,60.51,1.3,-18.96,30.33,1.26,1.33,-0.2
12359,9.89,1.74,-14.87,-13.03,2.0,1.51,0.06
12382,3.65,1.4,-9.61,-8.16,1.21,1.11,-0.09
12390,36.99,1.76,172.01,-236.31,1.55,1.31,0.34
12397,9.91,1.74,-24.54,-18.24,1.73,1.84,0.18
12399,7.68,1.06,-119.23,-185.07,0.92,0.93,0.54
12405,3.95,1.09,18.88,0.25,0.94,1.2,-0.04
12417,1.57,1.23,-2.85,-20.12,1.28,1.1,0.08
12446,15.56,4.69,72.08,-38.8,4.42,3.91,0.06
12454,3.8,1.04,15.26,-12.24,0.85,1.02,0.2
12466,4.0,1.05,21.74,16.73,1.13,0.84,0.35
12491,13.85,1.25,94.11,-3.61,1.34,1.02,0.19
12504,0.95,1.87,-1.51,2.53,1.78,1.88,-0.21
12509,20.09,1.65,66.93,72.33,1.5,1.79,0.33
12548,18.8,1.09,142.03,-73.35,1.1,1.33,0.0
12554,13.59,1.0,91.34,-66.1,1.18,0.87,-0.01
12575,4.35,1.24,-6.14,-8.48,0.92,1.19,0.13
12583,4.15,1.2,15.65,8.01,1.16,1.09,-0.11
12612,4.73,1.61,25.94,20.64,1.71,1.63,0.04
12619,2.69,2.51,-0.07,-5.79,1.77,2.14,0.31
12632,2.24,1.17,27.71,-12.76,0.92,0.94,0.13
12677,7.19,3.72,65.88,-59.32,4.97,2.8,0.06
12688,3.79,1.14,5.97,-10.78,1.34,0.98,0.19
12696,4.68,1.36,-6.36,-9.09,1.65,1.17,0.25
12706,39.78,0.95,-146.43,-145.27,1.05,0.95,-0.1
12708,5.95,1.07,14.73,14.11,0.79,0.9,0.06
12717,18.36,0.59,98.55,-80.68,0.69,0.63,0.04
12742,9.22,1.47,23.46,-83.34,1.66,1.16,0.23
12744,9.27,1.01,-5.2,4.38,1.08,0.89,0.15
12752,6.05,2.32,-1.53,-2.25,2.22,2.16,0.01
12838,10.78,1.62,-27.67,-33.59,1.82,1.5,0.41
12884,17.22,0.65,63.6,2.53,0.61,0.72,0.02
12885,8.8,1.38,-16.9,1.89,1.15,1.24,-0.11
12902,4.63,0.89,25.32,-37.07,0.73,0.88,0.13
12911,7.14,1.16,23.44,-38.21,1.16,1.26,0.29
12912,11.64,1.36,52.85,5.93,1.63,1.16,0.25
12936,-2.24,1.47,-0.05,-2.64,1.1,1.33,0.21
12940,8.28,1.57,53.24,32.09,1.25,1.35,-0.11
12973,8.95,1.81,-8.51,-65.67,2.15,1.75,0.17
12984,14.65,2.24,5.04,0.75,1.92,1.72,-0.18
12986,10.15,5.78,-27.4,-64.23,7.39,5.54,0.13
12990,21.24,1.25,-39.11,-54.84,1.06,1.09,0.14
13002,6.29,1.55,25.93,12.5,1.74,1.44,0.37
13009,4.9,1.68,0.77,-9.97,1.41,1.55,0.39
13048,5.54,2.53,32.25,7.04,1.97,2.08,0.53
13050,1.61,2.1,-2.03,-14.7,1.93,2.11,0.47
13053,5.67,1.75,-7.33,-22.72,1.63,1.35,0.08
13057,6.75,1.56,32.84,-10.59,1.34,1.11,-0.02
13080,6.13,1.06,21.77,32.08,0.84,0.96,-0.19
13083,3.23,1.46,8.76,-1.36,1.44,1.52,-0.12
13096,3.71,1.44,-11.7,-1.05,1.72,1.49,0.5
13168,17.85,1.58,102.64,-46.2,1.45,1.5,0.61
13175,8.74,1.35,11.33,4.23,1.3,1.14,0.19
13180,8.0,1.22,33.41,-28.55,1.07,1.13,0.14
13206,1.73,2.69,-0.29,-9.5,2.19,2.57,0.13
13216,10.1,1.01,35.82,-18.08,1.17,1.12,0.29
13233,7.12,1.03,-20.66,0.11,1.12,0.87,0.47
13243,10.12,1.88,45.72,0.33,2.08,1.78,0.37
13261,5.97,4.52,18.27,-15.15,10.24,5.02,-0.39
13287,2.14,3.11,3.31,-8.44,2.33,2.07,0.05
13296,1.98,1.17,-1.38,-0.69,1.15,1.1,-0.38
13308,0.42,1.85,8.08,-7.13,2.03,1.75,-0.47
13336,15.95,2.1,487.66,-285.73,2.09,2.33,0.31
13341,11.12,1.22,-10.77,-108.39,1.07,1.11,0.37
13399,10.51,1.13,14.57,-144.14,1.12,1.37,-0.12
13408,3.96,1.99,21.86,-12.6,2.12,2.21,0.32
13432,2.93,3.08,-19.74,3.17,2.3,2.66,0.25
13472,2.48,2.72,-0.54,-0.81,2.57,2.59,-0.09
13487,3.83,1.52,1.55,-0.59,1.12,1.34,-0.24
13490,13.87,0.86,47.62,-78.48,0.76,0.83,0.28
13498,14.84,1.13,106.04,55.9,1.03,1.13,-0.2
13509,5.2,2.05,10.18,-5.65,2.79,1.65,0.06
13512,2.48,1.02,8.72,-12.04,1.07,1.06,0.21
13542,10.84,1.91,215.62,43.45,1.74,1.61,0.27
13578,4.03,1.19,-16.1,-4.8,1.31,1.08,0.07
13590,3.91,1.42,-2.2,-11.02,1.42,1.26,0.28
13597,6.63,1.07,-12.36,-7.41,0.88,1.04,0.0
13602,3.37,0.8,-3.23,5.38,0.67,0.83,-0.21
13610,35.24,3.81,315.29,-107.97,6.19,6.25,0.55
13637,7.29,1.03,11.48,-5.31,0.94,1.0,-0.14
13677,16.23,1.34,41.78,-42.8,0.95,1.25,-0.38
13680,5.89,1.68,31.03,25.61,1.75,1.84,0.33
13692,9.45,1.03,0.72,3.74,0.88,1.1,0.36
13759,3.54,2.78,2.07,0.49,4.37,2.66,0.25
13772,44.49,2.55,30.21,-36.9,2.39,1.81,0.39
13773,20.12,1.5,99.25,-101.38,2.51,2.63,0.61
13815,3.9,1.09,34.76,13.52,1.02,1.1,0.11
13831,11.87,1.37,156.5,140.67,1.39,1.38,0.3
13866,4.98,1.72,-23.44,-23.11,1.51,1.6,-0.17
13867,4.87,1.11,9.14,-4.68,1.3,0.95,0.13
13886,29.17,1.89,72.3,101.82,1.74,1.66,0.13
13888,2.89,1.88,-9.8,-17.72,1.57,1.68,-0.2
13892,7.1,1.74,40.49,-17.35,1.66,1.48,0.4
13914,11.15,1.48,-13.04,-6.55,1.33,1.03,0.34
13916,11.5,3.35,215.59,28.49,3.17,3.61,0.6
13923,8.65,2.41,25.64,-40.89,2.67,2.53,0.77
13950,6.2,2.3,43.6,21.66,2.41,1.77,0.27
14008,1.01,5.59,44.3,-32.58,5.55,6.86,0.73
14020,2.06,1.92,-21.53,-5.58,1.4,1.44,0.33
14021,7.79,1.11,-2.61,-26.24,1.06,0.96,0.4
14029,2.56,1.14,-9.67,-5.97,0.96,1.04,0.29
14034,4.46,1.3,44.43,-40.54,1.29,1.13,-0.04
14046,5.48,1.08,1.76,9.7,1.01,1.01,0.13
14075,15.17,1.44,36.3,-89.8,1.53,1.37,0.37
14088,0.2,1.44,2.73,-1.43,1.79,1.24,-0.15
14118,2.58,1.19,-2.27,-15.83,1.03,1.17,0.32
14128,7.5,2.3,6.78,26.14,2.2,2.23,0.41
14132,11.94,3.04,114.8,-62.11,3.38,3.39,0.54
14167,0.64,1.18,0.5,-1.25,1.01,1.24,-0.34
14169,4.57,2.88,2.05,2.71,3.23,2.94,0.55
14207,2.5,1.42,5.03,-10.23,1.41,1.45,0.02
14208,3.78,2.0,-6.86,-9.68,2.05,1.96,-0.4
14230,29.62,1.09,111.75,3.47,1.23,1.06,0.18
14235,20.38,1.49,-26.96,-108.22,1.31,1.51,0.5
14255,6.0,2.88,-4.21,-11.4,3.15,2.92,0.05
14271,5.11,1.16,46.2,17.14,1.03,1.08,-0.1
14299,6.44,2.76,31.44,-7.19,2.88,2.66,0.38
14360,4.84,3.41,-5.57,-3.47,4.97,3.05,0.2
