CCDM,Qual,Ncomp,comp_id,HIP,Hp,theta,rho,recno
11554-7150,A,2,A,58127,8.9,,,12011
11554-7150,A,2,D,58127,10.44,210.0,0.18,12012
11559-2211,B,2,A,58178,7.671,,,12013
11559-2211,B,2,B,58178,11.135,212.0,1.39,12014
11559-5058,A,2,A,58174,9.345,,,12015
11559-5058,A,2,B,58174,11.005,214.54,13.06,12016
11560+2159,A,2,A,58187,8.145,,,12017
11560+2159,A,2,B,58192,9.791,75.46,12.09,12018
11561+4533,A,2,A,58195,9.815,,,12019
11561+4533,A,2,B,58195,10.633,171.0,2.44,12020
11561-0410,B,2,A,58197,11.839,,,12021
11561-0410,B,2,B,58197,12.349,190.8,3.75,12022
11563+3527,A,2,A,58208,6.883,,,12023
11563+3527,A,2,B,58208,8.829,142.0,1.72,12024
11563-5214,B,2,A,58210,10.199,,,12025
11563-5214,B,2,B,58211,11.172,164.04,24.83,12026
11567+4102,A,2,A,58235,8.841,,,12027
11567+4102,A,2,B,58235,11.079,105.7,5.55,12028
11567-3216,B,2,B,58240,7.831,,,12029
11567-3216,B,2,A,58241,8.023,81.89,18.88,12030
11569+4021,A,2,A,58261,8.895,,,12031
11569+4021,A,2,B,58261,10.492,253.9,1.53,12032
11570-2529,A,2,A,58270,8.877,,,12033
11570-2529,A,2,B,58270,9.796,52.6,0.83,12034
11573-2232,A,2,A,58298,8.286,,,12035
11573-2232,A,2,B,58298,8.412,192.12,4.01,12036
11573-8030,A,2,A,58291,7.635,,,12037
11573-8030,A,2,B,58291,10.017,121.6,1.25,12038
11574+1823,A,2,A,58309,9.895,,,12039
11574+1823,A,2,B,58309,11.34,236.0,1.1,12040
11578-4520,A,2,A,58332,9.637,,,12041
11578-4520,A,2,B,58332,9.766,200.8,1.448,12042
11579+6705,A,2,A,58342,8.661,,,12043
11579+6705,A,2,B,58342,11.401,360.0,0.43,12044
11580-4804,D,2,A,58347,9.673,,,12045
11580-4804,D,2,B,58352,13.029,37.6,19.1,12046
11580-5630,A,2,A,58346,9.448,,,12047
11580-5630,A,2,B,58346,9.708,218.3,2.75,12048
11581+8038,A,2,A,58366,8.413,,,12049
11581+8038,A,2,B,58366,10.712,317.0,0.4,12050
11583-3938,A,2,A,58381,8.551,,,12051
11583-3938,A,2,B,58381,10.083,335.4,5.12,12052
11583-4057,A,2,A,58388,7.023,,,12053
11583-4057,A,2,B,58388,9.664,313.7,2.96,12054
11583-5131,A,2,A,58384,8.62,,,12055
11583-5131,A,2,B,58384,11.845,73.0,0.39,12056
11585-4751,A,2,A,58399,9.177,,,12057
11585-4751,A,2,B,58399,9.553,175.3,1.713,12058
11586+5933,A,2,A,58412,11.706,,,12059
11586+5933,A,2,B,58412,12.11,274.0,0.57,12060
11588-1746,C,2,A,58423,8.811,,,12061
11588-1746,C,2,B,58423,12.69,326.0,5.05,12062
11591+0601,A,2,A,58448,10.301,,,12063
11591+0601,A,2,B,58448,10.37,173.0,0.18,12064
11592-6247,C,3,A,58456,9.085,,,12065
11592-6247,C,3,B,58456,9.484,21.31,8.177,12066
11592-6247,C,3,C,58456,12.168,206.5,12.41,12067
11594+2052,A,2,A,58471,9.33,,,12068
11594+2052,A,2,B,58471,12.249,138.4,10.28,12069
11596-7813,A,2,A,58484,5.321,,,12070
11596-7813,A,2,B,58484,6.062,203.1,0.453,12071
11598+5104,A,2,A,58497,9.7,,,12072
11598+5104,A,2,B,58497,11.695,70.0,0.91,12073
11598+5137,A,2,A,58501,9.354,,,12074
11598+5137,A,2,B,58501,11.328,288.5,16.8,12075
11598+5324,A,2,A,58496,9.139,,,12076
11598+5324,A,2,B,58496,9.91,8.5,1.17,12077
12001+8700,A,2,A,58531,8.117,,,12078
12001+8700,A,2,B,58508,9.572,283.98,11.24,12079
12003-6122,A,2,A,58544,8.155,,,12080
12003-6122,A,2,B,58544,9.939,137.8,7.25,12081
12005-2428,A,2,A,58559,8.777,,,12082
12005-2428,A,2,B,58559,9.322,152.99,9.82,12083
12006+1820,C,2,A,58568,8.062,,,12084
12006+1820,C,2,B,58568,11.98,17.0,0.45,12085
12006+6911,A,2,A,58567,7.88,,,12086
12006+6911,A,2,S,58567,8.811,313.0,0.12,12087
12008-1209,C,2,A,58579,8.337,,,12088
12008-1209,C,2,B,58579,9.974,82.6,1.75,12089
12008-5444,A,2,A,58583,9.215,,,12090
12008-5444,A,2,B,58583,12.161,24.0,2.1,12091
12010+4347,A,2,A,58600,9.814,,,12092
12010+4347,A,2,B,58600,11.459,27.0,0.58,12093
12012-4033,A,2,A,58614,9.89,,,12094
12012-4033,A,2,B,58614,11.914,24.0,1.01,12095
12014-2132,A,2,A,58629,8.701,,,12096
12014-2132,A,2,B,58629,9.778,86.4,1.864,12097
12015+3444,A,2,A,58640,9.914,,,12098
12015+3444,A,2,B,58640,10.398,17.0,0.191,12099
12015-4958,A,2,A,58647,9.744,,,12100
12015-4958,A,2,B,58647,10.344,86.5,1.896,12101
12016+7051,A,2,A,58651,7.467,,,12102
12016+7051,A,2,B,58651,10.537,234.7,5.41,12103
12017+4728,C,2,A,58659,10.034,,,12104
12017+4728,C,2,B,58659,11.114,229.0,0.23,12105
12017-4150,A,2,A,58660,8.152,,,12106
12017-4150,A,2,B,58660,8.262,317.1,0.78,12107
12018-3439,A,2,B,58669,7.376,,,12108
12018-3439,A,2,A,58669,8.445,93.1,0.752,12109
12018-6616,A,2,A,58670,9.528,,,12110
12018-6616,A,2,B,58670,10.984,226.1,0.9,12111
12021+4304,B,2,A,58648,9.011,,,12112
12021+4304,B,2,E,58648,12.318,86.0,0.63,12113
12022-3800,C,2,A,58688,10.681,,,12114
12022-3800,C,2,B,58688,13.523,318.0,3.42,12115
12022-5232,A,2,A,58692,8.162,,,12116
12022-5232,A,2,B,58692,8.545,223.1,0.669,12117
12023+7222,A,2,A,58693,9.672,,,12118
12023+7222,A,2,B,58695,10.233,38.44,12.16,12119
12024-8538,D,2,A,58697,6.187,,,12120
12024-8538,D,2,B,58713,9.009,145.7,24.91,12121
12025+2145,A,2,A,58707,8.771,,,12122
12025+2145,A,2,B,58707,11.496,146.5,3.02,12123
12025-5426,A,2,B,58705,9.965,,,12124
12025-5426,A,2,A,58705,10.652,151.0,0.21,12125
12026+4117,A,2,A,58716,8.978,,,12126
12026+4117,A,2,B,58716,10.239,189.0,0.16,12127
12028+0749,A,2,A,58727,9.386,,,12128
12028+0749,A,2,B,58727,11.62,167.7,3.32,12129
12028+2450,B,2,A,58731,8.469,,,12130
12028+2450,B,2,B,58731,11.182,188.0,0.2,12131
12031-4632,A,2,A,58763,9.293,,,12132
12031-4632,A,2,B,58763,10.602,68.7,2.16,12133
12031-4939,A,2,A,58761,7.658,,,12134
12031-4939,A,2,B,58761,10.417,73.0,0.29,12135
12031-6613,D,2,A,58760,9.203,,,12136
12031-6613,D,2,B,58760,13.029,223.0,1.09,12137
12035+4124,A,2,A,58789,10.145,,,12138
12035+4124,A,2,C,58789,11.213,146.22,11.62,12139
12035-0226,A,2,A,58791,8.698,,,12140
12035-0226,A,2,B,58791,8.713,13.5,1.32,12141
12036-3901,A,2,A,58799,7.136,,,12142
12036-3901,A,2,B,58799,7.675,76.5,0.889,12143
12037+2506,A,2,A,58807,9.889,,,12144
12037+2506,A,2,B,58807,10.728,42.0,0.34,12145
12038-4407,A,2,A,58813,8.209,,,12146
12038-4407,A,2,B,58815,8.906,41.26,23.22,12147
12038-5745,A,2,A,58814,8.186,,,12148
12038-5745,A,2,B,58814,9.725,241.1,1.807,12149
12040-1018,A,2,A,58830,6.987,,,12150
12040-1018,A,2,B,58830,8.163,221.0,0.2,12151
12040-3037,A,2,A,58827,9.489,,,12152
12040-3037,A,2,B,58827,11.436,88.1,2.22,12153
12041+3707,D,2,A,58846,9.829,,,12154
12041+3707,D,2,B,58846,13.327,289.0,3.51,12155
12042+2407,B,2,A,58850,8.817,,,12156
12042+2407,B,2,S,58850,10.764,251.0,0.14,12157
12043+0724,B,2,A,58864,9.267,,,12158
12043+0724,B,2,B,58862,9.964,328.75,27.608,12159
12043+2128,A,2,A,58858,6.217,,,12160
12043+2128,A,2,B,58858,7.629,236.1,3.72,12161
12046-6820,A,2,A,58884,5.557,,,12162
12046-6820,A,2,B,58884,7.233,157.0,0.673,12163
12047+0046,A,2,B,58888,10.049,,,12164
12047+0046,A,2,A,58888,10.279,214.0,0.198,12165
12047-5034,A,2,A,58897,9.268,,,12166
12047-5034,A,2,B,58897,10.881,326.0,0.22,12167
12048+5648,A,2,A,58902,10.059,,,12168
12048+5648,A,2,B,58902,10.136,49.0,0.604,12169
12048-6200,D,3,A,58906,7.433,,,12170
12048-6200,D,3,B,58910,8.834,146.6,23.54,12171
12048-6200,D,3,C,58909,9.952,18.5,24.9,12172
12050+5651,D,2,A,58920,11.341,,,12173
12050+5651,D,2,B,58920,13.437,320.0,2.18,12174
12050-4612,A,2,A,58926,8.874,,,12175
12050-4612,A,2,B,58926,11.09,331.0,0.18,12176
12051+4134,B,2,A,58941,10.425,,,12177
12051+4134,B,2,B,58941,13.142,325.0,0.4,12178
12055-6955,A,2,A,58974,9.569,,,12179
12055-6955,A,2,B,58974,10.204,195.0,0.3,12180
12056+5156,A,2,A,58980,7.715,,,12181
12056+5156,A,2,B,58980,8.31,92.41,7.788,12182
12056+5253,A,2,A,58982,8.128,,,12183
12056+5253,A,2,B,58982,10.851,324.3,3.18,12184
12056+6847,A,2,A,58979,7.56,,,12185
12056+6847,A,2,B,58979,10.885,166.0,10.15,12186
12056-4812,B,2,A,58987,11.739,,,12187
12056-4812,B,2,B,58988,13.767,7.8,13.03,12188
12057+6256,B,2,A,58989,6.308,,,12189
12057+6256,B,2,B,58989,10.277,215.0,2.1,12190
12057-4049,A,2,A,58991,9.524,,,12191
12057-4049,A,2,B,58991,10.027,351.0,0.194,12192
12059+2628,D,2,A,59004,9.291,,,12193
12059+2628,D,2,B,59004,13.178,107.0,0.43,12194
12059+5017,D,2,A,59007,8.807,,,12195
12059+5017,D,2,B,59007,13.055,126.0,0.56,12196
12059-2717,A,2,B,59006,9.667,,,12197
12059-2717,A,2,A,59006,9.698,296.8,1.325,12198
12060+6842,A,2,B,59017,7.895,,,12199
12060+6842,A,2,A,59017,8.011,89.0,0.197,12200
12061+3850,A,2,A,59028,9.705,,,12201
12061+3850,A,2,B,59028,10.84,301.5,2.09,12202
12061-3258,A,2,A,59021,6.738,,,12203
12061-3258,A,2,B,59021,9.018,318.33,5.965,12204
12063-3428,A,2,A,59042,9.645,,,12205
12063-3428,A,2,B,59042,10.772,131.2,1.22,12206
12064+1812,B,2,A,59049,9.016,,,12207
12064+1812,B,2,B,59049,11.96,304.0,0.43,12208
12064-6543,B,3,A,59050,6.788,,,12209
12064-6543,B,3,B,59050,7.142,36.0,0.145,12210
12064-6543,B,3,C,59050,8.095,59.07,8.8,12211
12068-7304,C,2,A,59070,8.722,,,12212
12068-7304,C,2,B,59070,9.7,71.0,0.11,12213
12069+0548,A,2,A,59080,8.724,,,12214
12069+0548,A,2,B,59080,11.076,114.5,6.83,12215
12069+2030,D,2,A,59078,9.053,,,12216
12069+2030,D,2,B,59078,12.256,132.0,2.71,12217
12070+6905,A,2,A,59094,8.314,,,12218
12070+6905,A,2,B,59095,10.58,179.5,19.8,12219
12072-6116,D,2,A,59101,9.124,,,12220
12072-6116,D,2,B,59101,13.12,291.0,0.74,12221
12075-4719,A,2,A,59132,10.418,,,12222
12075-4719,A,2,B,59132,11.691,188.3,2.27,12223
12080+4242,A,2,A,59162,10.148,,,12224
12080+4242,A,2,B,59162,10.639,354.0,0.371,12225
12081+5528,A,2,A,59176,7.961,,,12226
12081+5528,A,2,B,59180,8.522,82.48,22.31,12227
12083+6353,D,2,A,59190,8.691,,,12228
12083+6353,D,2,B,59190,12.669,352.0,2.26,12229
12084-1835,A,2,A,59195,8.487,,,12230
12084-1835,A,2,B,59195,9.047,155.3,1.928,12231
12085-3530,A,2,A,59206,10.613,,,12232
12085-3530,A,2,B,59206,11.027,15.0,0.23,12233
12089+2147,D,2,A,59233,9.744,,,12234
12089+2147,D,2,C,59233,11.987,65.0,0.27,12235
12092-6030,A,2,A,59251,9.757,,,12236
12092-6030,A,2,B,59251,9.981,63.1,0.689,12237
12093+1118,A,2,A,59255,8.596,,,12238
12093+1118,A,2,B,59255,11.251,305.34,9.77,12239
12093-6606,B,2,A,59254,7.953,,,12240
12093-6606,B,2,B,59254,9.848,78.0,0.13,12241
12094-6349,A,2,A,59265,7.25,,,12242
12094-6349,A,2,B,59265,9.363,163.4,2.31,12243
12096-6727,B,2,A,59281,7.586,,,12244
12096-6727,B,2,B,59281,10.155,232.0,0.23,12245
12097-6235,B,2,A,59288,8.184,,,12246
12097-6235,B,2,B,59288,11.383,70.6,13.69,12247
12098-5147,A,2,A,59290,7.055,,,12248
12098-5147,A,2,B,59290,9.023,27.3,1.03,12249
12100+0527,A,2,A,59301,11.908,,,12250
12100+0527,A,2,B,59301,12.669,335.0,1.5,12251
12100-3442,A,2,A,59307,6.355,,,12252
12100-3442,A,2,B,59307,8.231,17.7,3.651,12253
12100-4018,A,2,A,59302,10.478,,,12254
12100-4018,A,2,B,59302,12.101,201.1,3.94,12255
12106+8505,A,2,A,59355,9.256,,,12256
12106+8505,A,2,B,59355,9.838,224.0,0.283,12257
12106-3650,A,2,A,59354,8.236,,,12258
12106-3650,A,2,B,59354,9.683,52.0,0.862,12259
12108+3953,A,2,A,59366,7.439,,,12260
12108+3953,A,2,B,59366,7.934,218.6,0.281,12261
12108-5148,D,2,A,59368,9.513,,,12262
12108-5148,D,2,B,59368,11.947,7.0,0.71,12263
12110+5354,C,2,A,59379,8.998,,,12264
12110+5354,C,2,B,59379,12.413,310.0,3.06,12265
12110-4525,B,2,A,59392,6.808,,,12266
12110-4525,B,2,B,59392,10.601,166.1,2.7,12267
12111+1228,A,2,A,59400,8.948,,,12268
12111+1228,A,2,B,59400,11.155,85.0,0.6,12269
12111-0633,A,2,A,59402,8.619,,,12270
12111-0633,A,2,B,59402,10.425,29.0,0.35,12271
12111-5302,A,2,A,59395,10.185,,,12272
12111-5302,A,2,B,59395,10.535,327.0,0.283,12273
12112-5213,A,2,A,59413,7.962,,,12274
12112-5213,A,2,B,59413,10.067,99.7,3.18,12275
12114-1647,A,2,A,59426,7.216,,,12276
12114-1647,A,2,B,59426,9.035,295.91,5.06,12277
12115+5325,B,2,A,59432,8.113,,,12278
12115+5325,B,2,B,59431,8.295,220.9,13.2,12279
12117+5050,A,2,A,59454,8.026,,,12280
12117+5050,A,2,B,59454,10.13,204.81,11.12,12281
12117-1034,A,2,A,59452,7.568,,,12282
12117-1034,A,2,B,59452,8.893,231.0,0.3,12283
12117-3036,B,2,A,59456,7.836,,,12284
12117-3036,B,2,B,59456,11.143,273.6,10.31,12285
12118+7726,C,2,A,59463,6.808,,,12286
12118+7726,C,2,B,59463,10.887,277.0,0.64,12287
12118-5306,C,2,A,59464,8.336,,,12288
12118-5306,C,2,B,59464,9.335,201.0,0.14,12289
12119+3846,B,2,A,59471,8.642,,,12290
12119+3846,B,2,B,59469,10.885,330.92,29.45,12291
12119+5942,A,2,A,59474,9.138,,,12292
12119+5942,A,2,B,59474,11.917,146.0,0.8,12293
12119-6642,B,2,A,59473,9.218,,,12294
12119-6642,B,2,B,59473,12.626,304.0,0.56,12295
12120+1300,A,2,A,59478,8.75,,,12296
12120+1300,A,2,B,59478,10.999,323.0,1.2,12297
12121+6428,B,2,A,59497,7.711,,,12298
12121+6428,B,2,B,59497,11.142,356.0,1.02,12299
12123-5040,B,2,A,59508,10.825,,,12300
12123-5040,B,2,B,59508,11.373,162.0,0.18,12301
12125+3940,B,2,A,59534,11.724,,,12302
12125+3940,B,2,B,59534,13.137,340.0,0.46,12303
12126+3546,B,2,A,59540,9.383,,,12304
12126+3546,B,2,B,59540,9.408,8.4,1.22,12305
12129-0702,C,2,A,59559,11.218,,,12306
12129-0702,C,2,B,59559,12.918,45.9,9.36,12307
12129-4454,B,2,A,59562,8.455,,,12308
12129-4454,B,2,B,59555,9.285,221.53,15.2,12309
12129-5040,D,2,A,59568,9.307,,,12310
12129-5040,D,2,B,59568,12.854,105.1,9.99,12311
12131+6704,A,2,A,59585,8.71,,,12312
12131+6704,A,2,B,59585,10.992,190.8,18.68,12313
12134-4005,A,2,A,59606,9.916,,,12314
12134-4005,A,2,B,59606,10.534,52.9,1.11,12315
12136-3348,A,2,A,59622,6.509,,,12316
12136-3348,A,2,B,59622,8.645,162.8,1.31,12317
12137+2118,A,2,A,59630,9.296,,,12318
12137+2118,A,2,B,59630,11.805,112.8,2.54,12319
12137-2719,A,2,B,59629,8.553,,,12320
12137-2719,A,2,A,59629,8.634,285.5,0.364,12321
12140-4543,A,2,A,59654,5.75,,,12322
12140-4543,A,2,B,59654,6.977,242.62,2.793,12323
12141+3247,D,2,A,59660,7.038,,,12324
12141+3247,D,2,B,59667,8.899,87.69,26.83,12325
12141-3644,A,2,A,59659,7.54,,,12326
12141-3644,A,2,B,59659,8.789,4.7,0.328,12327
12143+1149,C,2,A,59683,9.392,,,12328
12143+1149,C,2,B,59683,12.397,16.0,1.73,12329
12144+0847,B,2,A,59690,7.628,,,12330
12144+0847,B,2,B,59687,9.922,295.8,23.3,12331
12149-5547,A,2,A,59716,8.553,,,12332
12149-5547,A,2,B,59721,9.829,33.9,23.97,12333
12149-8504,A,2,A,59731,10.316,,,12334
12149-8504,A,2,B,59731,10.448,169.7,3.02,12335
12150+0959,B,2,B,59737,9.495,,,12336
12150+0959,B,2,A,59739,9.546,64.95,25.95,12337
12150-3613,A,2,A,59729,7.843,,,12338
12150-3613,A,2,B,59729,9.874,244.3,2.02,12339
12151-0716,A,2,A,59743,8.113,,,12340
12151-0716,A,2,B,59743,8.389,269.2,6.981,12341
12154+4008,A,2,A,59776,9.092,,,12342
12154+4008,A,2,B,59776,11.333,11.0,0.81,12343
12155-3106,A,2,A,59780,10.168,,,12344
12155-3106,A,2,B,59780,11.315,60.0,0.47,12345
12155-5911,A,2,A,59786,8.563,,,12346
12155-5911,A,2,B,59786,10.821,163.9,2.54,12347
12155-6232,A,2,A,59781,9.207,,,12348
12155-6232,A,2,B,59781,10.656,258.7,3.32,12349
12157-8047,A,2,A,59798,8.414,,,12350
12157-8047,A,2,B,59798,9.148,349.0,0.177,12351
12158+0902,A,2,A,59804,9.173,,,12352
12158+0902,A,2,B,59804,10.55,80.6,2.23,12353
12158-2321,A,2,A,59801,6.905,,,12354
12158-2321,A,2,S,59801,8.288,301.7,1.7,12355
12159-0610,A,2,A,59808,7.822,,,12356
12159-0610,A,2,B,59808,9.628,73.0,0.43,12357
12160+0538,A,2,A,59816,10.104,,,12358
12160+0538,A,2,B,59816,10.617,21.3,0.93,12359
12160+4807,A,2,A,59820,9.569,,,12360
12160+4807,A,2,B,59820,9.988,212.0,0.266,12361
12161+4040,A,2,A,59831,5.772,,,12362
12161+4040,A,2,B,59827,8.793,259.5,11.56,12363
12161-2937,A,2,A,59825,8.229,,,12364
12161-2937,A,2,B,59825,11.181,317.0,1.03,12365
12161-4058,A,2,A,59826,9.833,,,12366
12161-4058,A,2,B,59826,9.906,234.0,0.846,12367
12162+8007,B,2,A,59836,7.28,,,12368
12162+8007,B,2,B,59832,7.872,218.42,14.47,12369
12163-2706,B,2,A,59845,8.227,,,12370
12163-2706,B,2,B,59845,11.836,356.0,2.32,12371
12165-5009,A,2,A,59854,10.201,,,12372
12165-5009,A,2,S,59854,10.264,269.0,0.2,12373
12167+3936,A,2,A,59868,7.315,,,12374
12167+3936,A,2,B,59868,10.402,152.9,5.94,12375
12167+4424,C,2,A,59870,9.289,,,12376
12167+4424,C,2,B,59870,12.767,237.0,0.32,12377
12168+7009,A,2,A,59878,9.411,,,12378
12168+7009,A,2,B,59878,9.664,3.4,2.138,12379
12171+0143,A,2,A,59900,9.01,,,12380
12171+0143,A,2,B,59900,12.459,176.0,1.89,12381
12171-6307,A,2,A,59896,10.185,,,12382
12171-6307,A,2,B,59896,10.622,333.0,0.27,12383
12174+0636,A,2,A,59916,8.376,,,12384
12174+0636,A,2,S,59916,9.459,97.0,0.21,12385
12174-2104,A,2,A,59914,9.687,,,12386
12174-2104,A,2,B,59914,11.102,24.8,1.794,12387
12175-6022,B,2,A,59919,9.042,,,12388
12175-6022,B,2,B,59919,12.213,11.7,7.11,12389
12177-3314,A,2,A,59938,9.896,,,12390
12177-3314,A,2,B,59938,11.234,240.7,0.94,12391
12179-2401,A,2,A,59966,7.015,,,12392
12179-2401,A,2,B,59966,10.67,221.1,3.37,12393
12180-4907,A,2,A,59978,9.05,,,12394
12180-4907,A,2,B,59978,11.156,62.0,0.24,12395
12181-6040,A,2,A,59981,9.271,,,12396
12181-6040,A,2,B,59981,10.781,69.0,2.05,12397
12182+2718,A,2,A,59988,7.62,,,12398
12182+2718,A,2,B,59988,10.188,265.0,0.42,12399
12182+6711,A,2,A,59989,8.926,,,12400
12182+6711,A,2,B,59989,12.15,21.0,0.41,12401
12182-0357,A,2,A,59984,6.711,,,12402
12182-0357,A,2,B,59983,7.126,195.67,20.03,12403
12182-5714,A,2,A,59990,9.014,,,12404
12182-5714,A,2,B,59990,10.911,117.0,0.9,12405
12183-6317,D,2,A,59996,10.547,,,12406
12183-6317,D,2,B,59996,10.567,96.0,0.685,12407
12187+1148,A,2,A,60034,9.573,,,12408
12187+1148,A,2,B,60034,10.003,239.53,9.56,12409
12188-5546,B,2,A,60042,9.104,,,12410
12188-5546,B,2,B,60042,12.307,15.0,0.48,12411
12189+5622,A,2,A,60047,9.61,,,12412
12189+5622,A,2,B,60047,10.288,169.7,2.53,12413
12194+1744,A,2,A,60091,8.331,,,12414
12194+1744,A,2,B,60091,10.215,16.0,0.53,12415
12197+0533,A,2,A,60112,9.264,,,12416
12197+0533,A,2,B,60112,11.943,290.0,0.8,12417
12197+6229,A,2,A,60108,10.786,,,12418
12197+6229,A,2,B,60108,10.989,70.0,0.41,12419
12200+4337,B,2,A,60140,7.865,,,12420
12200+4337,B,2,B,60140,11.011,41.0,0.39,12421
12201+1351,A,2,A,60150,7.157,,,12422
12201+1351,A,2,B,60150,10.719,104.7,3.59,12423
12202+3754,A,2,A,60161,6.892,,,12424
12202+3754,A,2,B,60161,10.211,192.3,10.09,12425
12202-1408,D,2,A,60155,8.448,,,12426
12202-1408,D,2,B,60155,10.797,292.7,14.66,12427
12202-2211,A,2,A,60157,6.292,,,12428
12202-2211,A,2,B,60157,8.05,226.0,0.367,12429
12204+6623,A,2,A,60175,7.466,,,12430
12204+6623,A,2,B,60175,8.616,149.0,0.13,12431
12207+2255,A,2,A,60200,8.862,,,12432
12207+2255,A,2,B,60200,10.204,147.3,5.35,12433
12207+2703,A,2,A,60197,7.126,,,12434
12207+2703,A,2,B,60197,7.201,245.33,8.953,12435
12207+3500,A,2,A,60201,9.652,,,12436
12207+3500,A,2,B,60201,11.333,96.3,3.78,12437
12209-4727,A,2,A,60219,7.28,,,12438
12209-4727,A,2,B,60219,9.812,268.0,0.4,12439
12209-5906,A,2,A,60214,9.147,,,12440
12209-5906,A,2,B,60214,10.283,356.03,8.44,12441
12209-6732,A,2,A,60215,8.387,,,12442
12209-6732,A,2,B,60215,10.696,193.7,2.57,12443
12210+4531,C,2,A,60229,7.571,,,12444
12210+4531,C,2,B,60229,11.447,114.0,0.47,12445
12211-1129,A,2,A,60236,8.674,,,12446
12211-1129,A,2,B,60237,9.734,172.61,13.23,12447
12211-4234,C,2,A,60235,6.873,,,12448
12211-4234,C,2,B,60235,10.927,83.0,1.76,12449
12215+5014,A,2,A,60270,11.5,,,12450
12215+5014,A,2,B,60270,11.598,184.0,0.27,12451
12221-6731,A,2,A,60320,5.257,,,12452
12221-6731,A,2,C,60320,8.713,128.0,0.51,12453
12223+6128,A,2,A,60340,8.692,,,12454
12223+6128,A,2,B,60340,10.279,134.0,0.36,12455
12223-7330,C,2,A,60334,6.851,,,12456
12223-7330,C,2,B,60334,10.777,101.4,2.46,12457
12225+0518,D,2,A,60353,6.58,,,12458
12225+0518,D,2,B,60352,10.477,338.0,20.76,12459
12226-3334,A,2,A,60362,8.698,,,12460
12226-3334,A,2,B,60362,9.676,276.4,3.203,12461
12229-5223,A,2,A,60390,9.225,,,12462
12229-5223,A,2,B,60390,10.341,157.0,0.394,12463
12232+3257,A,2,A,60412,9.941,,,12464
12232+3257,A,2,B,60412,11.075,273.0,0.18,12465
12232-3729,A,2,B,60414,7.424,,,12466
12232-3729,A,2,A,60414,9.237,26.0,0.16,12467
12234-5647,D,2,A,60432,9.362,,,12468
12234-5647,D,2,B,60432,13.347,95.0,2.64,12469
12235+1355,A,2,A,60445,9.227,,,12470
12235+1355,A,2,B,60445,11.249,303.8,2.81,12471
12236+6711,A,2,A,60444,11.931,,,12472
12236+6711,A,2,B,60444,12.187,35.0,0.59,12473
12238+5409,B,3,A,60471,8.31,,,12474
12238+5409,B,3,B,60471,9.176,263.0,0.42,12475
12238+5409,B,3,C,60471,12.009,148.8,13.17,12476
12238-6359,D,2,A,60469,8.187,,,12477
12238-6359,D,2,B,60472,10.177,92.78,21.85,12478
12244+2534,A,2,A,60525,6.794,,,12479
12244+2534,A,2,B,60525,7.936,325.9,1.645,12480
12244+4305,A,2,A,60522,8.651,,,12481
12244+4305,A,2,B,60522,8.786,346.0,0.372,12482
12247-2004,A,2,B,60545,9.54,,,12483
12247-2004,A,2,A,60545,9.562,40.2,0.713,12484
12247-4123,A,2,A,60549,6.514,,,12485
12247-4123,A,2,B,60548,8.88,208.0,10.0,12486
12248-5807,A,2,A,60557,7.918,,,12487
12248-5807,A,2,B,60557,8.083,334.61,5.253,12488
12248-6053,A,2,A,60552,9.363,,,12489
12248-6053,A,2,B,60552,10.772,278.5,0.98,12490
12252-3306,A,2,A,60594,9.121,,,12491
12252-3306,A,2,B,60594,9.929,102.8,1.12,12492
12254-1320,C,2,A,60620,9.133,,,12493
12254-1320,C,2,B,60620,13.05,307.0,2.73,12494
12255-6929,A,2,A,60627,7.86,,,12495
12255-6929,A,2,B,60629,8.885,66.51,12.73,12496
12255-7602,A,2,A,60624,8.682,,,12497
12255-7602,A,2,B,60624,11.043,85.0,0.49,12498
12256-0737,A,2,A,60636,9.377,,,12499
12256-0737,A,2,B,60636,11.965,330.6,8.22,12500
12257+4444,A,2,A,60643,8.853,,,12501
12257+4444,A,2,B,60643,9.514,179.3,2.51,12502
12260-1457,A,2,A,60665,7.422,,,12503
12260-1457,A,2,B,60665,9.393,326.0,0.2,12504
12261-0429,A,2,A,60680,8.031,,,12505
12261-0429,A,2,B,60680,9.371,119.8,0.467,12506
12261-5200,A,2,A,60674,9.246,,,12507
12261-5200,A,2,B,60674,12.359,6.0,0.53,12508
12263-5201,A,2,B,60692,11.304,,,12509
12263-5201,A,2,A,60692,11.609,236.1,6.47,12510
12264-4316,A,2,A,60701,9.308,,,12511
12264-4316,A,2,B,60701,9.697,41.0,0.15,12512
12265+5229,A,2,A,60707,9.927,,,12513
12265+5229,A,2,B,60707,11.727,312.0,0.46,12514
12266-6306,A,2,A,60718,1.251,,,12515
12266-6306,A,2,B,60718,1.636,113.18,4.102,12516
12268-0011,A,2,A,60726,7.949,,,12517
12268-0011,A,2,B,60726,10.038,167.0,0.52,12518
12268-0536,D,2,A,60727,8.106,,,12519
12268-0536,D,2,S,60727,8.786,186.0,0.1,12520
12270-0332,B,3,A,60749,8.894,,,12521
12270-0332,B,3,B,60749,10.029,108.0,0.23,12522
12270-0332,B,3,D,60750,10.481,146.16,24.83,12523
12272+2701,A,2,A,60759,8.929,,,12524
12272+2701,A,2,B,60759,9.383,10.0,2.616,12525
12274+0723,A,2,A,60772,9.296,,,12526
